store,substore,brand,stage,url,rpc,product_description,review_id,review_date,username,review_text,review_rating,variant_1,variant_2,image_url
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-09T08:59:18,,宝宝一直喝这个，很好,5,,,https://image.suning.cn/uimg/ZR/share_order/150997088411386484 | https://image.suning.cn/uimg/ZR/share_order/150997089814202924 | https://image.suning.cn/uimg/ZR/share_order/150997089878106873https://image.suning.cn/uimg/ZR/share_order/150997085098002579 | https://image.suning.cn/uimg/ZR/share_order/150997085151436772 | https://image.suning.cn/uimg/ZR/share_order/150997085206585325https://image.suning.cn/uimg/ZR/share_order/151019871329096284 | https://image.suning.cn/uimg/ZR/share_order/151019872338659727 | https://image.suning.cn/uimg/ZR/share_order/151019873527995786 | https://image.suning.cn/uimg/ZR/share_order/151019875247901558https://image.suning.cn/uimg/ZR/share_order/151011788599032720 | https://image.suning.cn/uimg/ZR/share_order/151011790634013671 | https://image.suning.cn/uimg/ZR/share_order/151011790656267259https://image.suning.cn/uimg/ZR/share_order/150967179844373317 | https://image.suning.cn/uimg/ZR/share_order/150967179929356574 | https://image.suning.cn/uimg/ZR/share_order/150967180049281471 | https://image.suning.cn/uimg/ZR/share_order/150967180183511735
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-08T15:00:46,,妈妈放心、大品牌、吃了不上火,5,,,https://image.suning.cn/uimg/ZR/share_order/150997088411386484 | https://image.suning.cn/uimg/ZR/share_order/150997089814202924 | https://image.suning.cn/uimg/ZR/share_order/150997089878106873https://image.suning.cn/uimg/ZR/share_order/150997085098002579 | https://image.suning.cn/uimg/ZR/share_order/150997085151436772 | https://image.suning.cn/uimg/ZR/share_order/150997085206585325https://image.suning.cn/uimg/ZR/share_order/151019871329096284 | https://image.suning.cn/uimg/ZR/share_order/151019872338659727 | https://image.suning.cn/uimg/ZR/share_order/151019873527995786 | https://image.suning.cn/uimg/ZR/share_order/151019875247901558https://image.suning.cn/uimg/ZR/share_order/151011788599032720 | https://image.suning.cn/uimg/ZR/share_order/151011790634013671 | https://image.suning.cn/uimg/ZR/share_order/151011790656267259https://image.suning.cn/uimg/ZR/share_order/150967179844373317 | https://image.suning.cn/uimg/ZR/share_order/150967179929356574 | https://image.suning.cn/uimg/ZR/share_order/150967180049281471 | https://image.suning.cn/uimg/ZR/share_order/150967180183511735
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-07T20:33:17,,哈哈哈哈哈斤斤计较斤斤计较,5,,,https://image.suning.cn/uimg/ZR/share_order/150997088411386484 | https://image.suning.cn/uimg/ZR/share_order/150997089814202924 | https://image.suning.cn/uimg/ZR/share_order/150997089878106873https://image.suning.cn/uimg/ZR/share_order/150997085098002579 | https://image.suning.cn/uimg/ZR/share_order/150997085151436772 | https://image.suning.cn/uimg/ZR/share_order/150997085206585325https://image.suning.cn/uimg/ZR/share_order/151019871329096284 | https://image.suning.cn/uimg/ZR/share_order/151019872338659727 | https://image.suning.cn/uimg/ZR/share_order/151019873527995786 | https://image.suning.cn/uimg/ZR/share_order/151019875247901558https://image.suning.cn/uimg/ZR/share_order/151011788599032720 | https://image.suning.cn/uimg/ZR/share_order/151011790634013671 | https://image.suning.cn/uimg/ZR/share_order/151011790656267259https://image.suning.cn/uimg/ZR/share_order/150967179844373317 | https://image.suning.cn/uimg/ZR/share_order/150967179929356574 | https://image.suning.cn/uimg/ZR/share_order/150967180049281471 | https://image.suning.cn/uimg/ZR/share_order/150967180183511735
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-07T17:02:12,,是帮小姐妹购买的，每次有优惠就买，不错,5,,,https://image.suning.cn/uimg/ZR/share_order/150997088411386484 | https://image.suning.cn/uimg/ZR/share_order/150997089814202924 | https://image.suning.cn/uimg/ZR/share_order/150997089878106873https://image.suning.cn/uimg/ZR/share_order/150997085098002579 | https://image.suning.cn/uimg/ZR/share_order/150997085151436772 | https://image.suning.cn/uimg/ZR/share_order/150997085206585325https://image.suning.cn/uimg/ZR/share_order/151019871329096284 | https://image.suning.cn/uimg/ZR/share_order/151019872338659727 | https://image.suning.cn/uimg/ZR/share_order/151019873527995786 | https://image.suning.cn/uimg/ZR/share_order/151019875247901558https://image.suning.cn/uimg/ZR/share_order/151011788599032720 | https://image.suning.cn/uimg/ZR/share_order/151011790634013671 | https://image.suning.cn/uimg/ZR/share_order/151011790656267259https://image.suning.cn/uimg/ZR/share_order/150967179844373317 | https://image.suning.cn/uimg/ZR/share_order/150967179929356574 | https://image.suning.cn/uimg/ZR/share_order/150967180049281471 | https://image.suning.cn/uimg/ZR/share_order/150967180183511735
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-06T23:07:00,,以后宝宝东西都在这买了！活动力度很大！,5,,,https://image.suning.cn/uimg/ZR/share_order/150997088411386484 | https://image.suning.cn/uimg/ZR/share_order/150997089814202924 | https://image.suning.cn/uimg/ZR/share_order/150997089878106873https://image.suning.cn/uimg/ZR/share_order/150997085098002579 | https://image.suning.cn/uimg/ZR/share_order/150997085151436772 | https://image.suning.cn/uimg/ZR/share_order/150997085206585325https://image.suning.cn/uimg/ZR/share_order/151019871329096284 | https://image.suning.cn/uimg/ZR/share_order/151019872338659727 | https://image.suning.cn/uimg/ZR/share_order/151019873527995786 | https://image.suning.cn/uimg/ZR/share_order/151019875247901558https://image.suning.cn/uimg/ZR/share_order/151011788599032720 | https://image.suning.cn/uimg/ZR/share_order/151011790634013671 | https://image.suning.cn/uimg/ZR/share_order/151011790656267259https://image.suning.cn/uimg/ZR/share_order/150967179844373317 | https://image.suning.cn/uimg/ZR/share_order/150967179929356574 | https://image.suning.cn/uimg/ZR/share_order/150967180049281471 | https://image.suning.cn/uimg/ZR/share_order/150967180183511735
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-09T22:52:28,,好,5,,,https://image.suning.cn/uimg/ZR/share_order/150997088411386484 | https://image.suning.cn/uimg/ZR/share_order/150997089814202924 | https://image.suning.cn/uimg/ZR/share_order/150997089878106873https://image.suning.cn/uimg/ZR/share_order/150997085098002579 | https://image.suning.cn/uimg/ZR/share_order/150997085151436772 | https://image.suning.cn/uimg/ZR/share_order/150997085206585325https://image.suning.cn/uimg/ZR/share_order/151019871329096284 | https://image.suning.cn/uimg/ZR/share_order/151019872338659727 | https://image.suning.cn/uimg/ZR/share_order/151019873527995786 | https://image.suning.cn/uimg/ZR/share_order/151019875247901558https://image.suning.cn/uimg/ZR/share_order/151011788599032720 | https://image.suning.cn/uimg/ZR/share_order/151011790634013671 | https://image.suning.cn/uimg/ZR/share_order/151011790656267259https://image.suning.cn/uimg/ZR/share_order/150967179844373317 | https://image.suning.cn/uimg/ZR/share_order/150967179929356574 | https://image.suning.cn/uimg/ZR/share_order/150967180049281471 | https://image.suning.cn/uimg/ZR/share_order/150967180183511735
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-09T17:06:13,,很好,5,,,https://image.suning.cn/uimg/ZR/share_order/150997088411386484 | https://image.suning.cn/uimg/ZR/share_order/150997089814202924 | https://image.suning.cn/uimg/ZR/share_order/150997089878106873https://image.suning.cn/uimg/ZR/share_order/150997085098002579 | https://image.suning.cn/uimg/ZR/share_order/150997085151436772 | https://image.suning.cn/uimg/ZR/share_order/150997085206585325https://image.suning.cn/uimg/ZR/share_order/151019871329096284 | https://image.suning.cn/uimg/ZR/share_order/151019872338659727 | https://image.suning.cn/uimg/ZR/share_order/151019873527995786 | https://image.suning.cn/uimg/ZR/share_order/151019875247901558https://image.suning.cn/uimg/ZR/share_order/151011788599032720 | https://image.suning.cn/uimg/ZR/share_order/151011790634013671 | https://image.suning.cn/uimg/ZR/share_order/151011790656267259https://image.suning.cn/uimg/ZR/share_order/150967179844373317 | https://image.suning.cn/uimg/ZR/share_order/150967179929356574 | https://image.suning.cn/uimg/ZR/share_order/150967180049281471 | https://image.suning.cn/uimg/ZR/share_order/150967180183511735
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-08T10:09:18,,好,5,,,https://image.suning.cn/uimg/ZR/share_order/150997088411386484 | https://image.suning.cn/uimg/ZR/share_order/150997089814202924 | https://image.suning.cn/uimg/ZR/share_order/150997089878106873https://image.suning.cn/uimg/ZR/share_order/150997085098002579 | https://image.suning.cn/uimg/ZR/share_order/150997085151436772 | https://image.suning.cn/uimg/ZR/share_order/150997085206585325https://image.suning.cn/uimg/ZR/share_order/151019871329096284 | https://image.suning.cn/uimg/ZR/share_order/151019872338659727 | https://image.suning.cn/uimg/ZR/share_order/151019873527995786 | https://image.suning.cn/uimg/ZR/share_order/151019875247901558https://image.suning.cn/uimg/ZR/share_order/151011788599032720 | https://image.suning.cn/uimg/ZR/share_order/151011790634013671 | https://image.suning.cn/uimg/ZR/share_order/151011790656267259https://image.suning.cn/uimg/ZR/share_order/150967179844373317 | https://image.suning.cn/uimg/ZR/share_order/150967179929356574 | https://image.suning.cn/uimg/ZR/share_order/150967180049281471 | https://image.suning.cn/uimg/ZR/share_order/150967180183511735
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-07T23:01:59,,宝宝喜欢喝就好,5,,,https://image.suning.cn/uimg/ZR/share_order/150997088411386484 | https://image.suning.cn/uimg/ZR/share_order/150997089814202924 | https://image.suning.cn/uimg/ZR/share_order/150997089878106873https://image.suning.cn/uimg/ZR/share_order/150997085098002579 | https://image.suning.cn/uimg/ZR/share_order/150997085151436772 | https://image.suning.cn/uimg/ZR/share_order/150997085206585325https://image.suning.cn/uimg/ZR/share_order/151019871329096284 | https://image.suning.cn/uimg/ZR/share_order/151019872338659727 | https://image.suning.cn/uimg/ZR/share_order/151019873527995786 | https://image.suning.cn/uimg/ZR/share_order/151019875247901558https://image.suning.cn/uimg/ZR/share_order/151011788599032720 | https://image.suning.cn/uimg/ZR/share_order/151011790634013671 | https://image.suning.cn/uimg/ZR/share_order/151011790656267259https://image.suning.cn/uimg/ZR/share_order/150967179844373317 | https://image.suning.cn/uimg/ZR/share_order/150967179929356574 | https://image.suning.cn/uimg/ZR/share_order/150967180049281471 | https://image.suning.cn/uimg/ZR/share_order/150967180183511735
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-07T22:22:13,,多次购买，不错,5,,,https://image.suning.cn/uimg/ZR/share_order/150997088411386484 | https://image.suning.cn/uimg/ZR/share_order/150997089814202924 | https://image.suning.cn/uimg/ZR/share_order/150997089878106873https://image.suning.cn/uimg/ZR/share_order/150997085098002579 | https://image.suning.cn/uimg/ZR/share_order/150997085151436772 | https://image.suning.cn/uimg/ZR/share_order/150997085206585325https://image.suning.cn/uimg/ZR/share_order/151019871329096284 | https://image.suning.cn/uimg/ZR/share_order/151019872338659727 | https://image.suning.cn/uimg/ZR/share_order/151019873527995786 | https://image.suning.cn/uimg/ZR/share_order/151019875247901558https://image.suning.cn/uimg/ZR/share_order/151011788599032720 | https://image.suning.cn/uimg/ZR/share_order/151011790634013671 | https://image.suning.cn/uimg/ZR/share_order/151011790656267259https://image.suning.cn/uimg/ZR/share_order/150967179844373317 | https://image.suning.cn/uimg/ZR/share_order/150967179929356574 | https://image.suning.cn/uimg/ZR/share_order/150967180049281471 | https://image.suning.cn/uimg/ZR/share_order/150967180183511735
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-07T20:18:24,,孩子很爱喝，不上火,5,,,
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-07T09:57:55,,好,5,,,
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2017-11-29T22:29:26,,之前一直吃爱他美，后来同事建议换奶粉，推荐了这款有机奶粉。吃了一桶多才来评价。宝宝第一次吃就适应这款奶粉，大便这些也很正常，感觉比爱他美好些。苏宁易购买得放心，快递也很给力！好评！,5,,,https://image.suning.cn/uimg/ZR/share_order/151196541509083245 | https://image.suning.cn/uimg/ZR/share_order/151196542914316272 | https://image.suning.cn/uimg/ZR/share_order/151196544852956185 | https://image.suning.cn/uimg/ZR/share_order/151196545760114865 | https://image.suning.cn/uimg/ZR/share_order/151196551630423005
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-01-27T21:05:50,,这次买的跟之前的一样，日期很新，奶粉干燥，宝宝很喜欢。,5,,,https://image.suning.cn/uimg/ZR/share_order/151196541509083245 | https://image.suning.cn/uimg/ZR/share_order/151196542914316272 | https://image.suning.cn/uimg/ZR/share_order/151196544852956185 | https://image.suning.cn/uimg/ZR/share_order/151196545760114865 | https://image.suning.cn/uimg/ZR/share_order/151196551630423005https://image.suning.cn/uimg/ZR/share_order/151705827495439607 | https://image.suning.cn/uimg/ZR/share_order/151705827545933581 | https://image.suning.cn/uimg/ZR/share_order/151705827643681477 | https://image.suning.cn/uimg/ZR/share_order/151705827690728340 | https://image.suning.cn/uimg/ZR/share_order/151705827766451453
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2017-11-10T09:03:08,,很新鲜，比母婴店便宜多了，希望这种活动多多举办,5,,,https://image.suning.cn/uimg/ZR/share_order/151196541509083245 | https://image.suning.cn/uimg/ZR/share_order/151196542914316272 | https://image.suning.cn/uimg/ZR/share_order/151196544852956185 | https://image.suning.cn/uimg/ZR/share_order/151196545760114865 | https://image.suning.cn/uimg/ZR/share_order/151196551630423005https://image.suning.cn/uimg/ZR/share_order/151705827495439607 | https://image.suning.cn/uimg/ZR/share_order/151705827545933581 | https://image.suning.cn/uimg/ZR/share_order/151705827643681477 | https://image.suning.cn/uimg/ZR/share_order/151705827690728340 | https://image.suning.cn/uimg/ZR/share_order/151705827766451453https://image.suning.cn/uimg/ZR/share_order/151027576429256339 | https://image.suning.cn/uimg/ZR/share_order/151027576447377208 | https://image.suning.cn/uimg/ZR/share_order/151027576470647429 | https://image.suning.cn/uimg/ZR/share_order/151027577924711514 | https://image.suning.cn/uimg/ZR/share_order/151027577938873045
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-07T23:47:13,,苏宁易购越来越便捷了，非常好！宝贝一直喝这系列的奶粉，身体棒棒哒！,5,,,https://image.suning.cn/uimg/ZR/share_order/151196541509083245 | https://image.suning.cn/uimg/ZR/share_order/151196542914316272 | https://image.suning.cn/uimg/ZR/share_order/151196544852956185 | https://image.suning.cn/uimg/ZR/share_order/151196545760114865 | https://image.suning.cn/uimg/ZR/share_order/151196551630423005https://image.suning.cn/uimg/ZR/share_order/151705827495439607 | https://image.suning.cn/uimg/ZR/share_order/151705827545933581 | https://image.suning.cn/uimg/ZR/share_order/151705827643681477 | https://image.suning.cn/uimg/ZR/share_order/151705827690728340 | https://image.suning.cn/uimg/ZR/share_order/151705827766451453https://image.suning.cn/uimg/ZR/share_order/151027576429256339 | https://image.suning.cn/uimg/ZR/share_order/151027576447377208 | https://image.suning.cn/uimg/ZR/share_order/151027576470647429 | https://image.suning.cn/uimg/ZR/share_order/151027577924711514 | https://image.suning.cn/uimg/ZR/share_order/151027577938873045
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-09T21:42:46,,宝贝一直吃的这款奶粉，宝贝很喜欢喝！是正品的呢！,5,,,https://image.suning.cn/uimg/ZR/share_order/151196541509083245 | https://image.suning.cn/uimg/ZR/share_order/151196542914316272 | https://image.suning.cn/uimg/ZR/share_order/151196544852956185 | https://image.suning.cn/uimg/ZR/share_order/151196545760114865 | https://image.suning.cn/uimg/ZR/share_order/151196551630423005https://image.suning.cn/uimg/ZR/share_order/151705827495439607 | https://image.suning.cn/uimg/ZR/share_order/151705827545933581 | https://image.suning.cn/uimg/ZR/share_order/151705827643681477 | https://image.suning.cn/uimg/ZR/share_order/151705827690728340 | https://image.suning.cn/uimg/ZR/share_order/151705827766451453https://image.suning.cn/uimg/ZR/share_order/151027576429256339 | https://image.suning.cn/uimg/ZR/share_order/151027576447377208 | https://image.suning.cn/uimg/ZR/share_order/151027576470647429 | https://image.suning.cn/uimg/ZR/share_order/151027577924711514 | https://image.suning.cn/uimg/ZR/share_order/151027577938873045
Suning,雅培官方旗舰店,Abbott菁智有机奶粉,3段,https://product.suning.com/0030000213/122302259.html,122302259,自营 雅培ELEVA菁智有机幼儿配方奶粉3段(1-3岁)900g(丹麦原罐进口),,2018-03-08T14:02:21,,正品，保质期到2019年8月，苏宁活动的时候价格很给力！,5,,,https://image.suning.cn/uimg/ZR/share_order/151196541509083245 | https://image.suning.cn/uimg/ZR/share_order/151196542914316272 | https://image.suning.cn/uimg/ZR/share_order/151196544852956185 | https://image.suning.cn/uimg/ZR/share_order/151196545760114865 | https://image.suning.cn/uimg/ZR/share_order/151196551630423005https://image.suning.cn/uimg/ZR/share_order/151705827495439607 | https://image.suning.cn/uimg/ZR/share_order/151705827545933581 | https://image.suning.cn/uimg/ZR/share_order/151705827643681477 | https://image.suning.cn/uimg/ZR/share_order/151705827690728340 | https://image.suning.cn/uimg/ZR/share_order/151705827766451453https://image.suning.cn/uimg/ZR/share_order/151027576429256339 | https://image.suning.cn/uimg/ZR/share_order/151027576447377208 | https://image.suning.cn/uimg/ZR/share_order/151027576470647429 | https://image.suning.cn/uimg/ZR/share_order/151027577924711514 | https://image.suning.cn/uimg/ZR/share_order/151027577938873045
