found_helpful,#comments,harvest_brand,harvest_product_description,publish_time,retailer_product_code,review_date,review_rating,review_text,review_title,top_reviewer_flag,upc,url,verified_purchase,vine_voice,manufacturer_response,manufacturer_response_text,parent_review,syndicated_from,direct_review_url,purchase_time,user_level,variants
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-17T14:10:11","5","奶粉不错",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-10T10:46:40","5","不错一直吃的雀巢奶粉，宝宝挺喜欢的",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-08T20:47:35","5","小孩吃的好，拉的也好，很满意！",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-14T08:52:07","5","好评好评好评",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-11T19:38:53","5","好",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-11T19:38:01","5","好",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-08T15:21:13","5","一直喝的这款，宝宝适应",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-08T15:19:10","5","已多次购买，很满意，宝宝吃得很好",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-10T00:55:43","5","很好哦",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-29T21:44:02","5","喝上不错，良心评价，好评！没有太浓的味道，也不是特别甜。不错的奶粉。",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-29T18:50:44","5","奶粉和从实体店买的进行了对比，外观没有差别。物流方面苏宁物流不如***，不送货上门，如果说有特殊情况可以理解，说爬不上来",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-10T08:27:27","5","好评！",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-03T14:09:16","5","还没开始吃，上次买了一罐还可以",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-07T12:48:24","5","一直在苏宁购买",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-07T12:48:08","5","一直在苏宁购买",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-23T18:57:45","5","苏宁易购的东东价格优惠，质量优质，快递速度一流，宝宝的奶粉一直在这里买，真心感谢苏宁，为家庭的生活提供了便利，五星好评走起！",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-23T18:57:29","5","苏宁易购的东东价格优惠，质量优质，快递速度一流，宝宝的奶粉一直在这里买，真心感谢苏宁，为家庭的生活提供了便利，五星好评走起！",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-10T20:49:55","5","好",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-10T20:49:39","5","好",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-10T20:49:25","5","好",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-31T18:02:55","5","难得搞活动，速度快，划算",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-04T20:24:32","5","好好好",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-25T21:46:33","5","才恢复供货不到两个星期又缺货了？？！！！进货那么少！！！",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-31T19:18:16","5","是正品，妈妈放心，宝宝舒心",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-02T11:24:53","5","回购了大品牌放心",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-31T12:18:00","4","客服发了N条？没反应！搞什么都不知道",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-03T19:16:05","5","好",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-25T21:48:01","5","宝宝过敏体质，一直在使用超级能恩，很好",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-03T09:47:34","5","挺好的",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-23T15:05:31","5","买了很多次了，一直用这个，很不错",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2018-01-01T19:25:33","5","挺好的",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-26T14:30:05","5","比超市便宜好多，物流速度快",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-31T13:14:30","5","好",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-26T15:09:16","5","很好，物流真快",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-26T11:29:18","5","买了几次了",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-26T09:17:35","5","不错不错",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-25T16:00:58","5","一直信赖的牌子",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-28T22:40:47","5","还不错",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-26T09:54:14","5","防止过敏",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-25T23:11:31","5","口感好，孩子爱吃",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-25T08:28:55","5","送货很快，",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-24T12:16:47","5","价格便宜是正品",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"","自营 雀巢Nestle超级能恩 乳蛋白部分水解婴儿配方奶粉 1段（0-12个月）800克*12",,"945015838","2017-12-24T12:15:53","5","价格便宜，是正品",,,,"http://product.suning.com/0000000000/945015838.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-17T12:15:43","5","已经买过好多次了，很不错，口感跟超市的一样，包装也完全一样，扫码能查到宝贝，***比超市便宜，而且购买方便，要是能搞些活动，那就更好了",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-19T12:34:36","5","***不能用券，***样，但还是苏宁便宜点，而且***没货了，还好有苏宁",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-17T20:39:55","5","可以，和专卖店的一样",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-17T19:30:23","5","宝贝爱喝 还会光顾",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-16T10:51:16","5","宝宝吃了还行，下次还会买",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-11T18:53:08","5","生产日期八个月，不算长，包装很严实，和店里买的一样，派送员很好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-15T12:18:45","5","一直在苏宁买，吃着放心",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-15T09:51:54","5","老大小时一直喝，老二也在喝。",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-14T13:05:31","5","奶粉不错，溶解很快，味道宝宝很喜欢！",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-19T20:02:04","5","非常好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-17T14:10:11","5","奶粉不错",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-10T10:46:40","5","不错一直吃的雀巢奶粉，宝宝挺喜欢的",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-08T20:47:35","5","小孩吃的好，拉的也好，很满意！",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-14T08:52:07","5","好评好评好评",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-11T19:38:53","5","好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-11T19:38:01","5","好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-08T15:21:13","5","一直喝的这款，宝宝适应",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-08T15:19:10","5","已多次购买，很满意，宝宝吃得很好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-10T00:55:43","5","很好哦",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-29T21:44:02","5","喝上不错，良心评价，好评！没有太浓的味道，也不是特别甜。不错的奶粉。",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-29T18:50:44","5","奶粉和从实体店买的进行了对比，外观没有差别。物流方面苏宁物流不如***，不送货上门，如果说有特殊情况可以理解，说爬不上来",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-10T08:27:27","5","好评！",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-03T14:09:16","5","还没开始吃，上次买了一罐还可以",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-07T12:48:24","5","一直在苏宁购买",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-07T12:48:08","5","一直在苏宁购买",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-23T18:57:45","5","苏宁易购的东东价格优惠，质量优质，快递速度一流，宝宝的奶粉一直在这里买，真心感谢苏宁，为家庭的生活提供了便利，五星好评走起！",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-23T18:57:29","5","苏宁易购的东东价格优惠，质量优质，快递速度一流，宝宝的奶粉一直在这里买，真心感谢苏宁，为家庭的生活提供了便利，五星好评走起！",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-10T20:49:55","5","好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-10T20:49:39","5","好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-10T20:49:25","5","好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-31T18:02:55","5","难得搞活动，速度快，划算",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-04T20:24:32","5","好好好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-25T21:46:33","5","才恢复供货不到两个星期又缺货了？？！！！进货那么少！！！",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-31T19:18:16","5","是正品，妈妈放心，宝宝舒心",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-02T11:24:53","5","回购了大品牌放心",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-31T12:18:00","4","客服发了N条？没反应！搞什么都不知道",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-03T19:16:05","5","好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-25T21:48:01","5","宝宝过敏体质，一直在使用超级能恩，很好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-03T09:47:34","5","挺好的",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-23T15:05:31","5","买了很多次了，一直用这个，很不错",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2018-01-01T19:25:33","5","挺好的",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-26T14:30:05","5","比超市便宜好多，物流速度快",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-31T13:14:30","5","好",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-26T15:09:16","5","很好，物流真快",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-26T11:29:18","5","买了几次了",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-26T09:17:35","5","不错不错",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
,,"雀巢(Nestle) 产地","自营 雀巢（Nestle）超级能恩1段（0-12个月）800克婴儿配方奶粉 乳蛋白部分水解德国原装进口",,"600017406","2017-12-25T16:00:58","5","一直信赖的牌子",,,,"http://product.suning.com/0000000000/600017406.html",,,,,,,,,,
