found_helpful,#comments,harvest_brand,harvest_product_description,publish_time,retailer_product_code,review_date,review_rating,review_text,review_title,top_reviewer_flag,upc,url,verified_purchase,vine_voice,manufacturer_response,manufacturer_response_text,parent_review,syndicated_from,direct_review_url,purchase_time,user_level
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-13T15:15:29,5,一直买这个，很不错，是正品!,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-12T23:28:36,5,感觉货物是雀巢官网买的，信赖，可不是送货的而是选中通有点不爽,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-12T22:32:26,1,无语的购物体验，商家的货发不到我这里，店内也没有提示。一直在同一个地方5天处于“配送状态”，我就困惑了。联系店内客服，沟通后，建议我点“收货”，然后申请售后，所以现在我一直在等待，什么时候退款也不知道！,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-12T20:58:04,5,正品一如既往的好,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-12T10:55:09,5,第二次购买，收到后，罐子被压瘪了，包装太差,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-11T20:29:19,5,这次快递走的中通，就是慢呀。,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-11T09:56:06,5,包装很好，一直吃这个品牌放心！！！！,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-10T16:50:01,5,东西很好，很值得购买。如果需要，还会回购的。快递很快，很给力！,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-10T14:35:14,5,此用户未填写评价内容,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-10T11:15:44,5,包装可以，物流也可以，具体看看再说,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-10T06:55:14,5,非常不错值得购买非常不错值得购买非常不错值得购买非常不错值得购买,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-09T15:25:29,5,此用户未填写评价内容,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-08T13:57:18,5,这个牌子的奶粉我们一直用，都是买，不过这次没货，买的第三方的，就是不知道是不是真的,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-08T08:56:19,5,此用户未填写评价内容,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-07T22:34:41,5,大宝突然想喝奶粉，估计是被小宝影响了，送货快，应该是正品,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-07T16:14:26,5,好,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-07T14:47:05,5,满意,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-07T02:24:23,5,好,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-07T00:13:28,5,很好的奶粉，我家老二一直喝，现在三岁多了，在喝四段，谢谢,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-06T23:49:24,5,持续买，持续吃，孩子说味道甜滋滋的，哈哈,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-06T10:10:11,5,一直都是这家买的。,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-05T13:25:16,5,宝宝出生以后就一直吃雀巢奶粉，正品,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-05T00:32:56,5,包装好，物流很快,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-04T22:22:48,5,已经哥哥海娟健健康康㢜,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-04T19:51:40,5,孩子爱喝，一直信赖雀巢，信赖！全五分！,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-04T18:19:24,5,好喝，非常好,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-04T14:26:35,5,一直购买，小孩爱喝。,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-02T21:54:15,5,一直喝的雀巢，不过这次四段的宝宝还没喝呢，不知道爱喝不，希望一直好喝吧,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-02T18:07:59,5,宝贝一直喝的这个牌子，,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-02T17:51:42,5,不错，已经是多次购买了。,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-02T08:55:26,5,一直和喝这个，感觉补钙的效果挺好。,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-01T22:28:42,5,一如既往的喝雀巢,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-01T20:30:28,5,物流很快的，宝宝挺喜欢的哦,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-01T19:46:10,5,好,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩1段 适度水解婴儿配方奶粉 800g/克罐装 新包装 4罐,,1479004973,2018-01-13T16:23:48,5,该子一直吃这个奶粉.真心不错,,,,http://item.yhd.com/1479004973.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩1段 适度水解婴儿配方奶粉 800g/克罐装 新包装 4罐,,1479004973,2018-01-11T18:27:21,5,货以收到，买的是800克一桶，但收到是280克一桶的。,,,,http://item.yhd.com/1479004973.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩1段 适度水解婴儿配方奶粉 800g/克罐装 新包装 4罐,,1479004973,2018-01-11T18:23:05,5,货早以收到，不错是正品，下次还会买的。,,,,http://item.yhd.com/1479004973.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩1段 适度水解婴儿配方奶粉 800g/克罐装 新包装 4罐,,1479004973,2018-01-11T12:14:53,5,是plus 会员，经常买的很信任哦希望能给plus 的优惠产品多点，赞赞赞！,,,,http://item.yhd.com/1479004973.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩1段 适度水解婴儿配方奶粉 800g/克罐装 新包装 4罐,,1479004973,2018-01-10T18:03:28,5,此用户未填写评价内容,,,,http://item.yhd.com/1479004973.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩1段 适度水解婴儿配方奶粉 800g/克罐装 新包装 4罐,,1479004973,2018-01-08T23:24:34,5,买了很多次了，吃的都蛮好,,,,http://item.yhd.com/1479004973.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩1段 适度水解婴儿配方奶粉 800g/克罐装 新包装 4罐,,1479004973,2018-01-08T11:20:47,5,很不错哦，家里人和宝宝都喜欢的,,,,http://item.yhd.com/1479004973.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩1段 适度水解婴儿配方奶粉 800g/克罐装 新包装 4罐,,1479004973,2018-01-02T10:22:42,5,一直都是吃这个奶粉，很好,,,,http://item.yhd.com/1479004973.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩1段 适度水解婴儿配方奶粉 800g/克罐装 新包装 4罐,,1479004973,2017-12-23T14:24:37,5,一如既往，速度快，品质好！,,,,http://item.yhd.com/1479004973.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（nestle）超级能恩1段婴儿配方奶粉800g【17年7月产】 两罐,,1571966068,2018-01-03T12:37:47,1,孩子吃了拉绿便便，上火,,,,http://item.yhd.com/1571966068.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（nestle）超级能恩1段婴儿配方奶粉800g【17年7月产】 两罐,,1571966068,2017-12-31T18:55:15,5,还可以，孩子不太适应,,,,http://item.yhd.com/1571966068.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（nestle）超级能恩1段婴儿配方奶粉800g【17年7月产】 两罐,,1571966068,2017-12-28T09:48:48,5,宝宝很喜欢喝的奶粉,,,,http://item.yhd.com/1571966068.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（nestle）超级能恩1段婴儿配方奶粉800g【17年7月产】 两罐,,1571966068,2017-12-25T15:57:48,5,好,,,,http://item.yhd.com/1571966068.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-19T13:43:54,5,买了很多次了，这次是这种破包装，而且是什么都不搭边的烂纸箱。让人很无语，也很心塞。宝宝食品，就这样对待，我还能信任你们吗？谁能保证中途没有被调包？,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-19T09:58:20,5,一直买奶粉，放心，配送迅速,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-19T09:30:52,5,一如既往的宁人信赖。支持哈！,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-19T07:55:07,5,一直用这个牌子，吸收好，宝宝喜欢，价格好。,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-18T11:05:54,5,一直都在这家店买宝贝喜欢喝非常棒,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-18T09:15:58,5,很速度，一直吃的奶粉，辛苦快递了,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-18T09:15:45,5,很速度，一直吃的奶粉，辛苦快递了,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-18T08:58:06,5,比超市买便宜很多，超市还经常没货,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-17T19:42:56,5,可以,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-17T09:16:37,5,都是平时孩子常用的牌子我们家一直在不停的不惑孩子很喜欢,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-17T09:16:10,5,都是平时孩子常用的牌子我们家一直在不停的不惑孩子很喜欢,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-17T09:09:05,5,推荐的这个品牌我们家吃的还行我们要去喝的米汤吃的这孩子还挺愿意去的,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-17T08:57:22,5,孩子喝着不错，我换奶粉也没不什么不良反应,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-17T06:45:01,5,自营物流是真的挺快的，但是赠品真心不怎么样，不如超市买的赠品好,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-16T13:58:23,5,信赖，不错,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-15T22:23:02,5,一直给女儿喝的雀巢超级能恩。值得信赖哦！,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-15T19:54:41,5,很不错，孩子很喜欢喝！,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-15T18:38:34,5,物美价廉！物美价廉！物美价廉！,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 超级能恩 幼儿配方奶粉3段（12-36个月适用）800克（新包装） 800g*4罐,,14445404727,2018-01-15T11:32:13,5,宝宝一直喝这牌子的奶粉，便便软没有负担，自己拿着很快咕噜噜喝的，快递效率高,,,,http://item.yhd.com/14445404727.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-01T17:17:28,5,给宝贝们买的，希望靠谱,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2018-01-01T09:42:56,5,刚收到货，上次给孩子买了一桶，孩子喝的还不错，所以再次购买，购物放心。,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2017-12-31T18:20:50,5,官方商家，还是信誉高一点，发货很及时。,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2017-12-30T16:01:11,5,很好，我一直在这购买，很值得信赖啊！,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2017-12-30T16:00:44,5,奶粉很好，我一直购买，值得信赖！,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2017-12-30T10:56:45,5,一直在喝！很好,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2017-12-29T20:31:30,4,一直喝，一直买，一直喝,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2017-12-29T11:01:20,5,一直在喝这个牌子的，挺好的,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2017-12-29T09:45:56,5,不确定是奶粉的原因还是其它原因，孩子喝了一直上火。还是继续喝三段的吧,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（NESTLE）,雀巢（NESTLE） 能恩 蜂蜜口味儿童配方奶粉 4段 900g*2罐装,,12656575217,2017-12-28T09:28:55,5,奶粉一直购买，购物值得信赖。,,,,http://item.yhd.com/12656575217.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩婴儿配方奶粉1段800g/克 2罐,,11394294133,2018-01-17T17:15:53,1,太差了的服务了，最差劲的一次购买经历,,,,http://item.yhd.com/11394294133.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩婴儿配方奶粉1段800g/克 2罐,,11394294133,2018-01-16T18:33:30,5,快的地址填写不完整，搞得快的打了好几个电话，希望下次不要那么马虎了，奶罐有一罐变形，不过不碍事。,,,,http://item.yhd.com/11394294133.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩婴儿配方奶粉1段800g/克 2罐,,11394294133,2018-01-16T09:59:21,5,赞下,,,,http://item.yhd.com/11394294133.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩婴儿配方奶粉1段800g/克 2罐,,11394294133,2018-01-13T08:23:13,5,是正品，小孩对奶粉过敏，医生建议吃这个！,,,,http://item.yhd.com/11394294133.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩婴儿配方奶粉1段800g/克 2罐,,11394294133,2018-01-13T07:57:34,5,已经不是第一次购买了，货真价实，发货较快，推荐购买。,,,,http://item.yhd.com/11394294133.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩婴儿配方奶粉1段800g/克 2罐,,11394294133,2018-01-10T15:13:19,5,一直喝的这个牌子的奶粉，很不错的，支持一下,,,,http://item.yhd.com/11394294133.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩婴儿配方奶粉1段800g/克 2罐,,11394294133,2018-01-09T19:39:48,5,品质有保障，下次还会继续购买。,,,,http://item.yhd.com/11394294133.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩婴儿配方奶粉1段800g/克 2罐,,11394294133,2018-01-08T21:06:27,5,很不错的商品，物美价廉啊！,,,,http://item.yhd.com/11394294133.html,,,,,,,,,
,,雀巢（Nestle）,雀巢（Nestle） 超级能恩婴儿配方奶粉1段800g/克 2罐,,11394294133,2018-01-08T20:38:09,5,孩子特别喜欢，很不错,,,,http://item.yhd.com/11394294133.html,,,,,,,,,
