store,substore,brand,stage,url,rpc,product_description,review_id,review_date,username,review_text,review_rating,variant_1,variant_2,variants,image_url
JD,雀巢母婴京东自营旗舰店,NAN,3段,http://item.jd.com/4007909.html,4007909,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）1200克三联装（新包装）,11311741921.0,2018-03-15T12:38:46,恨闷,一直吃，很好,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t14281/354/2600460063/46664/9a9bdcd3/5aa9fe4eN323c409d.jpg
Tmall,gerber嘉宝旗舰店,Gerber,1段,https://detail.tmall.com/item.htm?id=562830496721,562830496721,Gerber嘉宝米粉1段225g 婴儿营养米粉米糊 宝宝辅食罐装 6-36个月,344632930697.0,2018-03-31T12:12:27,wu,物流飞快～隔天就到了。宝宝第一次吃不排斥，我自己尝了一下感觉很香甜～～不错不错，吃完再来,,,,,
JD,雀巢母婴京东自营旗舰店,NAN,3段,https://item.jd.com/4007909.html,4007909,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）1200克三联装（新包装）,11315708227.0,2018-03-16 18:56:22,子q,不错的我是二次购买的,5.0,3段1200g,,,
JD,雀巢母婴京东自营旗舰店,NAN,1段,http://item.jd.com/4713594.html,4713594,雀巢（nestle）能恩 婴儿配方奶粉 1段（0-6个月婴儿适用）400克(新包装）,11333921779.0,2018-03-22T21:42:14,1头,非常不错，比商场便宜，正品。,5,,,,
Tmall,天猫超市,NAN HA,3段,https://chaoshi.detail.tmall.com/item.htm?id=557252321309,557252321309,Nestle/雀巢 超级能恩3段婴幼儿配方进口奶粉 800g/罐-天猫超市-天猫Tmall.com-上天猫，就购了-理想生活上天猫,342722281443.0,2018-03-13 19:57:36,蓝漩,是旧版的,,,,,
JD,雀巢母婴京东自营旗舰店,MAM,,https://item.jd.com/255780.html,255780,雀巢（nestle）孕产妇/妈妈配方奶粉（孕妇产妇适用）400克,11317091798.0,2018-03-17 10:20:29,jw,非常好,5.0,妈妈奶粉400g,,,
Tmall,天猫苏宁旗舰店,NAN HA,3段,https://detail.tmall.com/item.htm?id=556308588016,556308588016,雀巢Nestle超级能恩3段800g*4婴幼儿配方牛奶粉宝宝德国原装进口,343317521670.0,2018-03-20T05:08:19,j8,奶粉一直在苏宁买,,,,,//img.alicdn.com/bao/uploaded/i3/0/TB2z2lhbnqWBKNjSZFAXXanSpXa_!!0-rate.jpg
Tmall,天猫超市,Gerber,1段,https://chaoshi.detail.tmall.com/item.htm?id=14023444768,14023444768,Gerber嘉宝米粉1段营养米粉 225g 婴幼儿宝宝辅食-天猫超市-天猫Tmall.com-上天猫，就购了-理想生活上天猫,343643317647.0,2018-03-22 18:07:06,l1,第一次在网上网购，试了试，口感不错，宝宝喜欢吃,,,,,
JD,雀巢母婴京东自营旗舰店,MAM,,http://item.jd.com/255778.html,255778,雀巢（nestle）孕产妇奶粉 妈妈配方奶粉 （孕妇产妇适用）900克,11321959690.0,2018-03-18T21:48:24,严鉴,好好好，喝完下次再买。,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16918/1/924077172/213433/f58f0408/5aae854bNa43dd36d.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16918/1/924077172/213433/f58f0408/5aae854bNa43dd36d.jpg
JD,嘉宝京东自营旗舰店,Gerber,1段,https://item.jd.com/255798.html,255798,嘉宝(Gerber ) 胡萝卜营养米粉一段(辅食添加初期) 225g,11291707943.0,2018-03-08 15:10:22,H3,不错，宝宝一直用的这个牌子米粉,5.0,胡萝卜,1.0,,
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/4857678.html,4857678,嘉宝(Gerber )香蕉苹果营养米粉二段(6个月至36个月适用)225g,11340038300.0,2018-03-25T08:15:46,jz,还不错，,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16483/331/2667791731/281902/43deab76/5ab6f532N80d8758c.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16483/331/2667791731/281902/43deab76/5ab6f532N80d8758c.jpg
JD,嘉宝京东自营旗舰店,Gerber,1段,http://item.jd.com/1140667.html,1140667,嘉宝(Gerber ) 钙铁锌营养麦粉一段(辅食添加初期) 225g,11316633650.0,2018-03-17T05:21:29,35,第一次吃，还可以，物流快，人员服务态度好，以后就在京东买了,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16732/93/826061421/84029/1c93b621/5aac3909N5cf2ecf0.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16732/93/826061421/84029/1c93b621/5aac3909N5cf2ecf0.jpg
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/255799.html,255799,嘉宝(Gerber ) 菠菜营养米粉二段(6个月至36个月适用) 225g,11331177784.0,2018-03-21T22:46:41,小谭姐,今晚给宝宝吃菠菜的，意想不到，宝宝吃的很香，，而且还是第一次吃嘉宝米粉，以后宝宝的米粉就选它了,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16117/334/2457832861/58754/a9c7f2ff/5ab27051Nffc3ca24.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16117/334/2457832861/58754/a9c7f2ff/5ab27051Nffc3ca24.jpg
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/1240023.html,1240023,嘉宝(Gerber ) 燕麦西梅营养麦粉二段(6个月至36个月适用) 225g,11354241983.0,2018-03-29T23:50:23,月5,买来给宝宝吃，从吃辅食开始一直买嘉宝,4,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t17578/217/1177880693/130783/efd45496/5abe5980N4dff535a.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t17578/217/1177880693/130783/efd45496/5abe5980N4dff535a.jpg
JD,雀巢母婴京东自营旗舰店,NAN HA,3段,http://item.jd.com/3849865.html,3849865,雀巢（nestle）超级能恩 幼儿配方奶粉 3段（12-36个月适用）800克（德国原装进口）（新老包装随机发货）,11342290955.0,2018-03-25T21:54:27,jx,质量非常好，与卖家描述的完全一致，非常满意,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16654/193/1053622238/119325/5e947573/5ab7aa96N5997457b.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16654/193/1053622238/119325/5e947573/5ab7aa96N5997457b.jpg
Tmall,gerber嘉宝旗舰店,Gerber,2段,https://detail.tmall.com/item.htm?id=562946893247,562946893247,Gerber嘉宝米糊2段 宝宝燕麦西梅营养麦粉米粉米糊婴儿辅食 儿童,343975266524.0,2018-03-24T22:11:52,我全,包装很好，宝宝很喜欢吃,,,,,
JD,嘉宝京东自营旗舰店,Gerber,1段,http://item.jd.com/6084935.html,6084935,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 有机原味营养米粉一段(辅食添加初期）- 加量装225g,11299282966.0,2018-03-11T08:55:11,我娜,挺好的，一直都吃的这个牌子，儿子挺喜欢的吃的,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,,http://item.jd.com/5236331.html,5236331,【京东超市】嘉宝(Gerber) 笑容盒子(营养米粉225g 钙铁锌麦粉225g)辅食添加初期,11299974272.0,2018-03-11T12:52:20,SH,好，己多次购买,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t14986/212/2500469470/247783/e8f19572/5aa4d56bN0b8fab58.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t14986/212/2500469470/247783/e8f19572/5aa4d56bN0b8fab58.jpg
JD,雀巢母婴京东自营旗舰店,NAN,3段,http://item.jd.com/4712762.html,4712762,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）400克（新老包装随机发货）,11343207126.0,2018-03-26T10:27:11,淼精,日期新鲜，跟在店里买的一样，不过便宜好多，以后还会再买,5,,,,
JD,雀巢母婴京东自营旗舰店,NAN HA,2段,http://item.jd.com/4396142.html,4396142,雀巢（nestle）超级能恩 较大婴儿配方奶粉 2段（6-12个月适用）800克（德国原装进口）（新老包装随机发货）,11324765684.0,2018-03-19T20:28:31,jd,奶粉很不错，京东送货就是快,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t18136/130/899441802/90528/d6e19ab1/5aafb038N463ede72.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t18136/130/899441802/90528/d6e19ab1/5aafb038N463ede72.jpg
Tmall,gerber嘉宝旗舰店,Gerber,2段,https://detail.tmall.com/item.htm?id=563088407802,563088407802,Gerber嘉宝米粉2段 缤纷水果营养米粉米糊 婴儿辅食宝宝 6-36个月,344522684460.0,2018-03-30T10:19:53,我9,一直吃的贝拉米 想换换牌子 后悔买了 怎么冲都有颗粒 还黏糊糊的 泡发性也不好 不会再买了…,,,,,//img.alicdn.com/bao/uploaded/i3/0/TB2IqlwhER1BeNjy0FmXXb0wVXa_!!0-rate.jpg
JD,雀巢母婴京东自营旗舰店,NAN,3段,http://item.jd.com/4712762.html,4712762,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）400克（新老包装随机发货）,11337306356.0,2018-03-24T08:23:08,jp,宝宝喝了不会上火！,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t15541/215/2598068607/81670/ac6de7f3/5ab5e91eNc0cf68c5.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t15541/215/2598068607/81670/ac6de7f3/5ab5e91eNc0cf68c5.jpg
Tmall,天猫超市,Gerber,1段,https://chaoshi.detail.tmall.com/item.htm?id=520270699637,520270699637,Gerber嘉宝米粉1段钙铁锌麦粉225g 婴幼儿宝宝辅食,344181458162.0,2018-03-26T22:09:06,小娘,还不错 很香,,,,,//img.alicdn.com/bao/uploaded/i4/0/TB2Sd5IgpGWBuNjy0FbXXb4sXXa_!!0-rate.jpg
JD,雀巢母婴京东自营旗舰店,MAM,,http://item.jd.com/255780.html,255780,雀巢（nestle）孕产妇/妈妈配方奶粉（孕妇产妇适用）400克,11342604025.0,2018-03-26T00:47:09,ku,孕期和哺乳期一直在喝，支持雀巢,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16954/234/1163453967/100752/c446ee2d/5abdf933N97348f76.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16954/234/1163453967/100752/c446ee2d/5abdf933N97348f76.jpg
Tmall,雀巢母婴官方旗舰店,NAN,3段,https://detail.tmall.com/item.htm?id=23477636937,23477636937,【雀巢官方】雀巢能恩3 幼儿配方奶粉 3段（12-36个月）400克*4,342500292663.0,2018-03-10T22:11:17,燕3,和我在大超市买的一样，日期也是新的，活动价买挺伐算的，四盒便宜了几十块，正好家里的喝完了，这个也到了,,,,,//img.alicdn.com/bao/uploaded/i3/0/TB2ZwM8cHSYBuNjSspiXXXNzpXa_!!0-rate.jpg | //img.alicdn.com/bao/uploaded/i2/0/TB2gK6iaDqWBKNjSZFxXXcpLpXa_!!0-rate.jpg
JD,雀巢母婴京东自营旗舰店,NAN,2段,http://item.jd.com/4712764.html,4712764,雀巢（nestle）能恩 较大婴儿配方奶粉 2段（6-12个月婴儿适用）400克,11300477725.0,2018-03-11T15:55:30,ja,非常喜欢，很满意，快递也很快，非常满意的一次购物！,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t14773/110/2494201392/85270/c23ca1dc/5aa518e8N3e169f1b.jpg
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/4857678.html,4857678,嘉宝(Gerber )香蕉苹果营养米粉二段(6个月至36个月适用)225g,11344238647.0,2018-03-26T16:00:10,今8,第一次买的钙铁锌，这次换个混合水果的试试，挺喜欢吃的。,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/255800.html,255800,嘉宝(Gerber ) 缤纷水果营养米粉二段(6个月至36个月适用) 225g,11338712556.0,2018-03-24T17:04:27,购魁,好,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t19504/285/1029916454/506539/7b09961/5ab62cbdN2e16f720.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t19504/285/1029916454/506539/7b09961/5ab62cbdN2e16f720.jpg
Suning,雀巢母婴自营旗舰店,NAN,2段,http://product.suning.com/0030000198/610800872.html,610800872,自营 雀巢 (Nestle) 能恩2 较大婴儿配方奶粉 2段（6-12个月）900克,,2018-03-30T17:05:56,nan,质量还不错。很好。很喜欢很好。很喜欢很好。,5,,,,
Tmall,天猫超市,Gerber,3段,https://chaoshi.detail.tmall.com/item.htm?id=564080535159,564080535159,Gerber嘉宝米粉3段嘉宝鳕鱼蔬菜营养米粉225g 婴幼儿宝宝辅食,343877798127.0,2018-03-24T08:44:59,木三,嘉宝米粉挺好的，一直吃这个牌子的，好评！,,,,,
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/1240023.html,1240023,嘉宝(Gerber ) 燕麦西梅营养麦粉二段(6个月至36个月适用) 225g,11315882770.0,2018-03-16T20:00:54,傻3,给刚添辅食的二宝买来存货哒～,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t17773/122/860172211/59621/7400b55d/5aabbe45N1041556a.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t17773/122/860172211/59621/7400b55d/5aabbe45N1041556a.jpg
JD,雀巢母婴京东自营旗舰店,NAN,3段,http://item.jd.com/4712736.html,4712736,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）900克（新老包装随机发货）,11358050674.0,2018-03-31T13:05:40,ji,宝贝收到了，很惊喜，真是超值。总体来说很满意。,5,,,,
JD,雀巢母婴京东自营旗舰店,MAM,,http://item.jd.com/255778.html,255778,雀巢（nestle）孕产妇奶粉 妈妈配方奶粉 （孕妇产妇适用）900克,11306840315.0,2018-03-13T18:09:29,炒花,看着不错，还没喝，赠了奶粉挺好,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,2段,https://item.jd.com/255799.html,255799,嘉宝(Gerber ) 菠菜营养米粉二段(6个月至36个月适用) 225g,11274144375.0,2018-03-02 12:52:06,jy,买了嘉宝米粉的各种口味，都很不错,5.0,菠菜,1.0,,
JD,雀巢母婴京东自营旗舰店,NAN,3段,http://item.jd.com/4712736.html,4712736,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）900克（新老包装随机发货）,11358098754.0,2018-03-31T13:23:33,jt,很好，下次还会购买，确认晚了，不好意思,5,,,,
Tmall,天猫超市,Gerber,1段,https://chaoshi.detail.tmall.com/item.htm?id=564104944588,564104944588,Gerber嘉宝米粉 1段 钙铁锌+胡萝卜 两罐组合225g/罐,342264221338.0,2018-03-08T10:09:10,王1,非常好 宝宝很爱吃,,,,,
JD,雀巢母婴京东自营旗舰店,NAN,3段,http://item.jd.com/4007909.html,4007909,雀巢（nestle）能恩 幼儿配方奶粉 3段（12-36个月婴儿适用）1200克三联装（新包装）,11313598014.0,2018-03-15T23:55:46,jf,东西不错，值得信奈，,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,1段,http://item.jd.com/1140667.html,1140667,嘉宝(Gerber ) 钙铁锌营养麦粉一段(辅食添加初期) 225g,11357447079.0,2018-03-31T09:33:55,笨蛛,8个月的宝宝很喜欢吃，就是太贵。,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/255800.html,255800,嘉宝(Gerber ) 缤纷水果营养米粉二段(6个月至36个月适用) 225g,11344648925.0,2018-03-26T18:22:45,z7,京东销售值得信赖物流神速,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t17701/45/1034652470/152745/44b0667e/5ab8cebbN6e4ca283.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t17701/45/1034652470/152745/44b0667e/5ab8cebbN6e4ca283.jpg
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/1240024.html,1240024,嘉宝(Gerber ) 豌豆营养米粉二段(6个月至36个月适用) 225g,11320009172.0,2018-03-18T10:36:31,jd,孩子一直在吃，信赖嘉宝。再次回购,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t15811/207/2465526461/126604/399af855/5aadd0afNe57543d2.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t15811/207/2465526461/126604/399af855/5aadd0afNe57543d2.jpg
Tmall,gerber嘉宝旗舰店,Gerber,,https://detail.tmall.com/item.htm?id=563351157118,563351157118,嘉宝Gerber水果 混合蔬菜谷物营养米粉米糊225g*3罐装6-36个月-tmall.com天猫,341941076884.0,2018-03-04 12:18:26,t7,质量不错。和以前一样,,,,,
JD,嘉宝京东自营旗舰店,Gerber,1段,http://item.jd.com/255797.html,255797,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 原味营养米粉一段(辅食添加初期） 225g,11341982109.0,2018-03-25T20:15:28,萤i,迷糊很好，宝宝很喜欢吃,5,,,,
JD,嘉宝京东自营旗舰店,Gerber,2段,http://item.jd.com/255800.html,255800,嘉宝(Gerber ) 缤纷水果营养米粉二段(6个月至36个月适用) 225g,11336741110.0,2018-03-23T21:43:29,全小苒,一直在京东买，宝宝挺喜欢吃的，就是口味太少了，之前出的鳕鱼的也没了,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t16912/159/990010331/192655/ea977fb0/5ab5f477N0568a90d.jpghttp://img30.360buyimg.com/shaidan/s128x96_jfs/t16912/159/990010331/192655/ea977fb0/5ab5f477N0568a90d.jpg
JD,嘉宝京东自营旗舰店,Gerber,1段,https://item.jd.com/255798.html,255798,嘉宝(Gerber ) 胡萝卜营养米粉一段(辅食添加初期) 225g,11295815465.0,2018-03-09 21:45:46,b7,包装的很好，还没吃，应该让人放心。,5.0,胡萝卜,1.0,,
JD,雀巢官方专卖店,NAN,3段,http://item.jd.com/14441834226.html,14441834226,雀巢（NESTLE） 能恩 幼儿配方奶粉 3段（12-36个月） 1200g*4,11315927961.0,2018-03-16T20:16:23,k8,多次购买，给娃备用。挺好,5,,,,
JD,雀巢母婴京东自营旗舰店,NAN HA,1段,https://item.jd.com/4396232.html,4396232,雀巢（nestle）超级能恩 婴儿配方奶粉 1段（0-12个月适用）800克（德国原装进口）（新老包装随机发货）,11290558233.0,2018-03-08 08:30:05,au,奶粉宝宝爱喝，喝其他奶粉拉肚子，只能喝水解的，,5.0,超级能恩1段 800g,1.0,,
JD,嘉宝京东自营旗舰店,Gerber,3段,http://item.jd.com/1240027.html,1240027,嘉宝(Gerber ) 婴幼儿米粉 宝宝辅食 混合蔬菜营养米粉三段(8个月至36个月适用) 225g,11302494960.0,2018-03-12T10:41:52,夏雪,嘉宝米粉，孩子一直吃这个，挺好，易消化吸收。京东物流值得信赖，多快好省,5,,,,http://img30.360buyimg.com/shaidan/s128x96_jfs/t19123/226/791811546/388672/bd4301cc/5aa5e8efN4fd741b7.jpg
Tmall,天猫超市,Gerber,3段,https://chaoshi.detail.tmall.com/item.htm?id=14023436964,14023436964,Gerber嘉宝米粉3段燕麦米粉225g 婴幼儿宝宝辅食,342687712968.0,2018-03-13T13:33:07,y8,服务好，发货快,,,,,
